World_bank_income_group,Region,Country,ISO3,Income_Quantiles,Indicator,DQQ_question,Unit,Year,Start_Date,End_Date,Mean_prevalence,Lower_95_CI,Upper_95_CI
Upper middle,Europe and Central Asia,Armenia,ARM,All,"Salty snacks, instant noodles, or fast food",NA,Percentage,2022,08_09_2022,19_10_2022,21.58,17.7,25.72
Upper middle,Europe and Central Asia,Armenia,ARM,Poorest 20%,"Salty snacks, instant noodles, or fast food",NA,Percentage,2022,08_09_2022,19_10_2022,13.33,7,21.31
Upper middle,Europe and Central Asia,Armenia,ARM,Second 20%,"Salty snacks, instant noodles, or fast food",NA,Percentage,2022,08_09_2022,19_10_2022,19.66,14.22,25.74
Upper middle,Europe and Central Asia,Armenia,ARM,Middle 20%,"Salty snacks, instant noodles, or fast food",NA,Percentage,2022,08_09_2022,19_10_2022,23.54,15.53,32.63
Upper middle,Europe and Central Asia,Armenia,ARM,Fourth 20%,"Salty snacks, instant noodles, or fast food",NA,Percentage,2022,08_09_2022,19_10_2022,19.41,12.53,27.38
Upper middle,Europe and Central Asia,Armenia,ARM,Richest 20%,"Salty snacks, instant noodles, or fast food",NA,Percentage,2022,08_09_2022,19_10_2022,31.87,19.57,45.62
Upper middle,Europe and Central Asia,Armenia,ARM,All,Sweet beverages,NA,Percentage,2022,08_09_2022,19_10_2022,93.35,91.18,95.22
Upper middle,Europe and Central Asia,Armenia,ARM,Poorest 20%,Sweet beverages,NA,Percentage,2022,08_09_2022,19_10_2022,93.36,87.99,97.23
Upper middle,Europe and Central Asia,Armenia,ARM,Second 20%,Sweet beverages,NA,Percentage,2022,08_09_2022,19_10_2022,92.45,87.87,96.01
Upper middle,Europe and Central Asia,Armenia,ARM,Middle 20%,Sweet beverages,NA,Percentage,2022,08_09_2022,19_10_2022,95.39,92.25,97.75
Upper middle,Europe and Central Asia,Armenia,ARM,Fourth 20%,Sweet beverages,NA,Percentage,2022,08_09_2022,19_10_2022,92.01,86.92,95.93
Upper middle,Europe and Central Asia,Armenia,ARM,Richest 20%,Sweet beverages,NA,Percentage,2022,08_09_2022,19_10_2022,93.54,84.45,98.82
Upper middle,Europe and Central Asia,Armenia,ARM,All,Soft drink consumption,DQQ28,Percentage,2022,08_09_2022,19_10_2022,44.82,40.45,49.24
Upper middle,Europe and Central Asia,Armenia,ARM,Poorest 20%,Soft drink consumption,DQQ28,Percentage,2022,08_09_2022,19_10_2022,41.75,31.51,52.36
Upper middle,Europe and Central Asia,Armenia,ARM,Second 20%,Soft drink consumption,DQQ28,Percentage,2022,08_09_2022,19_10_2022,43.28,33.57,53.25
Upper middle,Europe and Central Asia,Armenia,ARM,Middle 20%,Soft drink consumption,DQQ28,Percentage,2022,08_09_2022,19_10_2022,48.41,39.79,57.08
Upper middle,Europe and Central Asia,Armenia,ARM,Fourth 20%,Soft drink consumption,DQQ28,Percentage,2022,08_09_2022,19_10_2022,32.74,25.53,40.38
Upper middle,Europe and Central Asia,Armenia,ARM,Richest 20%,Soft drink consumption,DQQ28,Percentage,2022,08_09_2022,19_10_2022,57.94,46.06,69.37
Upper middle,Europe and Central Asia,Armenia,ARM,All,Sweet foods,NA,Percentage,2022,08_09_2022,19_10_2022,81.73,78.52,84.73
Upper middle,Europe and Central Asia,Armenia,ARM,Poorest 20%,Sweet foods,NA,Percentage,2022,08_09_2022,19_10_2022,77.29,68.83,84.75
Upper middle,Europe and Central Asia,Armenia,ARM,Second 20%,Sweet foods,NA,Percentage,2022,08_09_2022,19_10_2022,84.47,78.21,89.83
Upper middle,Europe and Central Asia,Armenia,ARM,Middle 20%,Sweet foods,NA,Percentage,2022,08_09_2022,19_10_2022,81.78,73.39,88.88
Upper middle,Europe and Central Asia,Armenia,ARM,Fourth 20%,Sweet foods,NA,Percentage,2022,08_09_2022,19_10_2022,86.09,80.83,90.62
Upper middle,Europe and Central Asia,Armenia,ARM,Richest 20%,Sweet foods,NA,Percentage,2022,08_09_2022,19_10_2022,78.93,68.17,87.96
Upper middle,Europe and Central Asia,Armenia,ARM,All,"Sweet tea, coffee, or cocoa",DQQ26,Percentage,2022,08_09_2022,19_10_2022,79.84,75.92,83.48
Upper middle,Europe and Central Asia,Armenia,ARM,Poorest 20%,"Sweet tea, coffee, or cocoa",DQQ26,Percentage,2022,08_09_2022,19_10_2022,78.84,71.65,85.23
Upper middle,Europe and Central Asia,Armenia,ARM,Second 20%,"Sweet tea, coffee, or cocoa",DQQ26,Percentage,2022,08_09_2022,19_10_2022,77.2,66.27,86.52
Upper middle,Europe and Central Asia,Armenia,ARM,Middle 20%,"Sweet tea, coffee, or cocoa",DQQ26,Percentage,2022,08_09_2022,19_10_2022,84.32,76.61,90.73
Upper middle,Europe and Central Asia,Armenia,ARM,Fourth 20%,"Sweet tea, coffee, or cocoa",DQQ26,Percentage,2022,08_09_2022,19_10_2022,77.73,71.44,83.44
Upper middle,Europe and Central Asia,Armenia,ARM,Richest 20%,"Sweet tea, coffee, or cocoa",DQQ26,Percentage,2022,08_09_2022,19_10_2022,81.14,70.89,89.58
Upper middle,Europe and Central Asia,Armenia,ARM,All,Unprocessed red meat,NA,Percentage,2022,08_09_2022,19_10_2022,37,33.22,40.85
Upper middle,Europe and Central Asia,Armenia,ARM,Poorest 20%,Unprocessed red meat,NA,Percentage,2022,08_09_2022,19_10_2022,30.5,22.05,39.66
Upper middle,Europe and Central Asia,Armenia,ARM,Second 20%,Unprocessed red meat,NA,Percentage,2022,08_09_2022,19_10_2022,30.04,20.31,40.78
Upper middle,Europe and Central Asia,Armenia,ARM,Middle 20%,Unprocessed red meat,NA,Percentage,2022,08_09_2022,19_10_2022,38.82,28.57,49.59
Upper middle,Europe and Central Asia,Armenia,ARM,Fourth 20%,Unprocessed red meat,NA,Percentage,2022,08_09_2022,19_10_2022,41.11,35.29,47.05
Upper middle,Europe and Central Asia,Armenia,ARM,Richest 20%,Unprocessed red meat,NA,Percentage,2022,08_09_2022,19_10_2022,44.51,35.82,53.38
Upper middle,Europe and Central Asia,Armenia,ARM,All,Unprocessed red meat (non-ruminants),DQQ18,Percentage,2022,08_09_2022,19_10_2022,11.66,8.78,14.89
Upper middle,Europe and Central Asia,Armenia,ARM,Poorest 20%,Unprocessed red meat (non-ruminants),DQQ18,Percentage,2022,08_09_2022,19_10_2022,8.7,4.83,13.56
Upper middle,Europe and Central Asia,Armenia,ARM,Second 20%,Unprocessed red meat (non-ruminants),DQQ18,Percentage,2022,08_09_2022,19_10_2022,10.09,4.56,17.48
Upper middle,Europe and Central Asia,Armenia,ARM,Middle 20%,Unprocessed red meat (non-ruminants),DQQ18,Percentage,2022,08_09_2022,19_10_2022,16.89,9.34,26.11
Upper middle,Europe and Central Asia,Armenia,ARM,Fourth 20%,Unprocessed red meat (non-ruminants),DQQ18,Percentage,2022,08_09_2022,19_10_2022,10.12,5.76,15.52
Upper middle,Europe and Central Asia,Armenia,ARM,Richest 20%,Unprocessed red meat (non-ruminants),DQQ18,Percentage,2022,08_09_2022,19_10_2022,12.55,7.84,18.19
Upper middle,Europe and Central Asia,Armenia,ARM,All,Unprocessed red meat (ruminants),DQQ17,Percentage,2022,08_09_2022,19_10_2022,29.96,25.87,34.21
Upper middle,Europe and Central Asia,Armenia,ARM,Poorest 20%,Unprocessed red meat (ruminants),DQQ17,Percentage,2022,08_09_2022,19_10_2022,25.46,17.92,33.83
Upper middle,Europe and Central Asia,Armenia,ARM,Second 20%,Unprocessed red meat (ruminants),DQQ17,Percentage,2022,08_09_2022,19_10_2022,21.94,13.13,32.26
Upper middle,Europe and Central Asia,Armenia,ARM,Middle 20%,Unprocessed red meat (ruminants),DQQ17,Percentage,2022,08_09_2022,19_10_2022,28.5,19.51,38.44
Upper middle,Europe and Central Asia,Armenia,ARM,Fourth 20%,Unprocessed red meat (ruminants),DQQ17,Percentage,2022,08_09_2022,19_10_2022,34.18,27.62,41.05
Upper middle,Europe and Central Asia,Armenia,ARM,Richest 20%,Unprocessed red meat (ruminants),DQQ17,Percentage,2022,08_09_2022,19_10_2022,39.7,31.25,48.48
Upper middle,Europe and Central Asia,Armenia,ARM,All,Vitamin A-rich fruits,DQQ8,Percentage,2022,08_09_2022,19_10_2022,11.72,9.35,14.33
Upper middle,Europe and Central Asia,Armenia,ARM,Poorest 20%,Vitamin A-rich fruits,DQQ8,Percentage,2022,08_09_2022,19_10_2022,11.11,5.89,17.73
Upper middle,Europe and Central Asia,Armenia,ARM,Second 20%,Vitamin A-rich fruits,DQQ8,Percentage,2022,08_09_2022,19_10_2022,8.7,4.97,13.35
Upper middle,Europe and Central Asia,Armenia,ARM,Middle 20%,Vitamin A-rich fruits,DQQ8,Percentage,2022,08_09_2022,19_10_2022,9.54,4.95,15.44
Upper middle,Europe and Central Asia,Armenia,ARM,Fourth 20%,Vitamin A-rich fruits,DQQ8,Percentage,2022,08_09_2022,19_10_2022,15.68,10.23,22.04
Upper middle,Europe and Central Asia,Armenia,ARM,Richest 20%,Vitamin A-rich fruits,DQQ8,Percentage,2022,08_09_2022,19_10_2022,13.58,7.74,20.73
Upper middle,Europe and Central Asia,Armenia,ARM,All,Vitamin A-rich orange vegetables,DQQ5,Percentage,2022,08_09_2022,19_10_2022,47.75,43.37,52.15
Upper middle,Europe and Central Asia,Armenia,ARM,Poorest 20%,Vitamin A-rich orange vegetables,DQQ5,Percentage,2022,08_09_2022,19_10_2022,47.61,38.35,56.96
Upper middle,Europe and Central Asia,Armenia,ARM,Second 20%,Vitamin A-rich orange vegetables,DQQ5,Percentage,2022,08_09_2022,19_10_2022,52.1,41.66,62.45
Upper middle,Europe and Central Asia,Armenia,ARM,Middle 20%,Vitamin A-rich orange vegetables,DQQ5,Percentage,2022,08_09_2022,19_10_2022,45.02,36.73,53.45
Upper middle,Europe and Central Asia,Armenia,ARM,Fourth 20%,Vitamin A-rich orange vegetables,DQQ5,Percentage,2022,08_09_2022,19_10_2022,54,45.29,62.59
Upper middle,Europe and Central Asia,Armenia,ARM,Richest 20%,Vitamin A-rich orange vegetables,DQQ5,Percentage,2022,08_09_2022,19_10_2022,39.98,30.54,49.81
Upper middle,Europe and Central Asia,Armenia,ARM,All,White roots or tubers,DQQ3,Percentage,2022,08_09_2022,19_10_2022,79.76,75.82,83.44
Upper middle,Europe and Central Asia,Armenia,ARM,Poorest 20%,White roots or tubers,DQQ3,Percentage,2022,08_09_2022,19_10_2022,79.44,70.57,87.07
Upper middle,Europe and Central Asia,Armenia,ARM,Second 20%,White roots or tubers,DQQ3,Percentage,2022,08_09_2022,19_10_2022,86,79.96,91.1
Upper middle,Europe and Central Asia,Armenia,ARM,Middle 20%,White roots or tubers,DQQ3,Percentage,2022,08_09_2022,19_10_2022,79.67,68.25,89.07
Upper middle,Europe and Central Asia,Armenia,ARM,Fourth 20%,White roots or tubers,DQQ3,Percentage,2022,08_09_2022,19_10_2022,79.34,72.99,85.04
Upper middle,Europe and Central Asia,Armenia,ARM,Richest 20%,White roots or tubers,DQQ3,Percentage,2022,08_09_2022,19_10_2022,74.3,67.85,80.25
Upper middle,Europe and Central Asia,Armenia,ARM,All,Whole grains,DQQ2,Percentage,2022,08_09_2022,19_10_2022,33.46,29.8,37.23
Upper middle,Europe and Central Asia,Armenia,ARM,Poorest 20%,Whole grains,DQQ2,Percentage,2022,08_09_2022,19_10_2022,31.55,22.85,40.96
Upper middle,Europe and Central Asia,Armenia,ARM,Second 20%,Whole grains,DQQ2,Percentage,2022,08_09_2022,19_10_2022,27.12,21.82,32.76
Upper middle,Europe and Central Asia,Armenia,ARM,Middle 20%,Whole grains,DQQ2,Percentage,2022,08_09_2022,19_10_2022,32.6,25.17,40.49
Upper middle,Europe and Central Asia,Armenia,ARM,Fourth 20%,Whole grains,DQQ2,Percentage,2022,08_09_2022,19_10_2022,38.36,31.31,45.65
Upper middle,Europe and Central Asia,Armenia,ARM,Richest 20%,Whole grains,DQQ2,Percentage,2022,08_09_2022,19_10_2022,37.71,28.29,47.63
Upper middle,Europe and Central Asia,Armenia,ARM,All,Yogurt,DQQ15,Percentage,2022,08_09_2022,19_10_2022,50.27,46.65,53.89
Upper middle,Europe and Central Asia,Armenia,ARM,Poorest 20%,Yogurt,DQQ15,Percentage,2022,08_09_2022,19_10_2022,49.42,41.67,57.19
Upper middle,Europe and Central Asia,Armenia,ARM,Second 20%,Yogurt,DQQ15,Percentage,2022,08_09_2022,19_10_2022,47.95,37.5,58.49
Upper middle,Europe and Central Asia,Armenia,ARM,Middle 20%,Yogurt,DQQ15,Percentage,2022,08_09_2022,19_10_2022,45.51,34.82,56.41
Upper middle,Europe and Central Asia,Armenia,ARM,Fourth 20%,Yogurt,DQQ15,Percentage,2022,08_09_2022,19_10_2022,50,40.76,59.23
Upper middle,Europe and Central Asia,Armenia,ARM,Richest 20%,Yogurt,DQQ15,Percentage,2022,08_09_2022,19_10_2022,58.44,47.44,69.04
Upper middle,Europe and Central Asia,Armenia,ARM,All,Zero vegetable or fruit consumption,NA,Percentage,2022,08_09_2022,19_10_2022,2.14,1.06,3.6
Upper middle,Europe and Central Asia,Armenia,ARM,Poorest 20%,Zero vegetable or fruit consumption,NA,Percentage,2022,08_09_2022,19_10_2022,2.3,0.66,4.9
Upper middle,Europe and Central Asia,Armenia,ARM,Second 20%,Zero vegetable or fruit consumption,NA,Percentage,2022,08_09_2022,19_10_2022,2.83,0.67,6.41
Upper middle,Europe and Central Asia,Armenia,ARM,Middle 20%,Zero vegetable or fruit consumption,NA,Percentage,2022,08_09_2022,19_10_2022,1.08,0.03,3.65
Upper middle,Europe and Central Asia,Armenia,ARM,Fourth 20%,Zero vegetable or fruit consumption,NA,Percentage,2022,08_09_2022,19_10_2022,0.55,0.01,1.93
Upper middle,Europe and Central Asia,Armenia,ARM,Richest 20%,Zero vegetable or fruit consumption,NA,Percentage,2022,08_09_2022,19_10_2022,3.95,0.56,10.21
Lower middle,Americas,Honduras,HND,All,All-5,NA,Percentage,2022,20_08_2022,03_10_2022,41.47,37.29,45.71
Lower middle,Americas,Honduras,HND,Poorest 20%,All-5,NA,Percentage,2022,20_08_2022,03_10_2022,34.37,27.14,41.99
Lower middle,Americas,Honduras,HND,Second 20%,All-5,NA,Percentage,2022,20_08_2022,03_10_2022,33.69,24.18,43.91
Lower middle,Americas,Honduras,HND,Middle 20%,All-5,NA,Percentage,2022,20_08_2022,03_10_2022,33.57,26.36,41.19
Lower middle,Americas,Honduras,HND,Fourth 20%,All-5,NA,Percentage,2022,20_08_2022,03_10_2022,50,41.67,58.34
Lower middle,Americas,Honduras,HND,Richest 20%,All-5,NA,Percentage,2022,20_08_2022,03_10_2022,55.64,48.05,63.1
Lower middle,Americas,Honduras,HND,All,At least one vegetable,NA,Percentage,2022,20_08_2022,03_10_2022,70.86,66.63,74.91
Lower middle,Americas,Honduras,HND,Poorest 20%,At least one vegetable,NA,Percentage,2022,20_08_2022,03_10_2022,63.59,53.56,73.06
Lower middle,Americas,Honduras,HND,Second 20%,At least one vegetable,NA,Percentage,2022,20_08_2022,03_10_2022,59.43,49.17,69.29
Lower middle,Americas,Honduras,HND,Middle 20%,At least one vegetable,NA,Percentage,2022,20_08_2022,03_10_2022,70.19,62.26,77.55
Lower middle,Americas,Honduras,HND,Fourth 20%,At least one vegetable,NA,Percentage,2022,20_08_2022,03_10_2022,80.6,74.06,86.39
Lower middle,Americas,Honduras,HND,Richest 20%,At least one vegetable,NA,Percentage,2022,20_08_2022,03_10_2022,80.44,73.41,86.62
Lower middle,Americas,Honduras,HND,All,At least one fruit,NA,Percentage,2022,20_08_2022,03_10_2022,65.69,61.25,69.99
Lower middle,Americas,Honduras,HND,Poorest 20%,At least one fruit,NA,Percentage,2022,20_08_2022,03_10_2022,62.98,53.96,71.55
Lower middle,Americas,Honduras,HND,Second 20%,At least one fruit,NA,Percentage,2022,20_08_2022,03_10_2022,48.24,38.38,58.17
Lower middle,Americas,Honduras,HND,Middle 20%,At least one fruit,NA,Percentage,2022,20_08_2022,03_10_2022,62,52.08,71.44
Lower middle,Americas,Honduras,HND,Fourth 20%,At least one fruit,NA,Percentage,2022,20_08_2022,03_10_2022,73.46,65.61,80.62
Lower middle,Americas,Honduras,HND,Richest 20%,At least one fruit,NA,Percentage,2022,20_08_2022,03_10_2022,81.77,75.07,87.62
Lower middle,Americas,Honduras,HND,All,"At least one pulse, nut, or seed",NA,Percentage,2022,20_08_2022,03_10_2022,71.46,67.85,74.94
Lower middle,Americas,Honduras,HND,Poorest 20%,"At least one pulse, nut, or seed",NA,Percentage,2022,20_08_2022,03_10_2022,70.17,61.21,78.41
Lower middle,Americas,Honduras,HND,Second 20%,"At least one pulse, nut, or seed",NA,Percentage,2022,20_08_2022,03_10_2022,69.94,59.85,79.15
Lower middle,Americas,Honduras,HND,Middle 20%,"At least one pulse, nut, or seed",NA,Percentage,2022,20_08_2022,03_10_2022,70.39,62.38,77.81
Lower middle,Americas,Honduras,HND,Fourth 20%,"At least one pulse, nut, or seed",NA,Percentage,2022,20_08_2022,03_10_2022,75.91,67.3,83.57
Lower middle,Americas,Honduras,HND,Richest 20%,"At least one pulse, nut, or seed",NA,Percentage,2022,20_08_2022,03_10_2022,70.88,63.49,77.76
Lower middle,Americas,Honduras,HND,All,At least one animal-source food,NA,Percentage,2022,20_08_2022,03_10_2022,94.44,91.75,96.62
Lower middle,Americas,Honduras,HND,Poorest 20%,At least one animal-source food,NA,Percentage,2022,20_08_2022,03_10_2022,89.98,82.91,95.32
Lower middle,Americas,Honduras,HND,Second 20%,At least one animal-source food,NA,Percentage,2022,20_08_2022,03_10_2022,89.05,82.78,94.04
Lower middle,Americas,Honduras,HND,Middle 20%,At least one animal-source food,NA,Percentage,2022,20_08_2022,03_10_2022,94.78,90.28,97.94
Lower middle,Americas,Honduras,HND,Fourth 20%,At least one animal-source food,NA,Percentage,2022,20_08_2022,03_10_2022,98.36,96.29,99.61
Lower middle,Americas,Honduras,HND,Richest 20%,At least one animal-source food,NA,Percentage,2022,20_08_2022,03_10_2022,100,NA,NA
Lower middle,Americas,Honduras,HND,All,At least one starchy staple food,NA,Percentage,2022,20_08_2022,03_10_2022,96.31,94.69,97.64
Lower middle,Americas,Honduras,HND,Poorest 20%,At least one starchy staple food,NA,Percentage,2022,20_08_2022,03_10_2022,92.53,86.17,97.04
Lower middle,Americas,Honduras,HND,Second 20%,At least one starchy staple food,NA,Percentage,2022,20_08_2022,03_10_2022,96.72,92.52,99.24
Lower middle,Americas,Honduras,HND,Middle 20%,At least one starchy staple food,NA,Percentage,2022,20_08_2022,03_10_2022,94.25,89.72,97.53
Lower middle,Americas,Honduras,HND,Fourth 20%,At least one starchy staple food,NA,Percentage,2022,20_08_2022,03_10_2022,99.79,99.16,100
Lower middle,Americas,Honduras,HND,Richest 20%,At least one starchy staple food,NA,Percentage,2022,20_08_2022,03_10_2022,98.2,96.3,99.43
Lower middle,Americas,Honduras,HND,All,Baked or grain-based sweets,DQQ11,Percentage,2022,20_08_2022,03_10_2022,59.76,56.3,63.17
Lower middle,Americas,Honduras,HND,Poorest 20%,Baked or grain-based sweets,DQQ11,Percentage,2022,20_08_2022,03_10_2022,58.31,48.42,67.87
Lower middle,Americas,Honduras,HND,Second 20%,Baked or grain-based sweets,DQQ11,Percentage,2022,20_08_2022,03_10_2022,47.93,40.34,55.57
Lower middle,Americas,Honduras,HND,Middle 20%,Baked or grain-based sweets,DQQ11,Percentage,2022,20_08_2022,03_10_2022,59.8,51.26,68.04
Lower middle,Americas,Honduras,HND,Fourth 20%,Baked or grain-based sweets,DQQ11,Percentage,2022,20_08_2022,03_10_2022,65.49,58.6,72.07
Lower middle,Americas,Honduras,HND,Richest 20%,Baked or grain-based sweets,DQQ11,Percentage,2022,20_08_2022,03_10_2022,67.29,59.34,74.77
Lower middle,Americas,Honduras,HND,All,Cheese,DQQ14,Percentage,2022,20_08_2022,03_10_2022,68.07,63.24,72.71
Lower middle,Americas,Honduras,HND,Poorest 20%,Cheese,DQQ14,Percentage,2022,20_08_2022,03_10_2022,62.52,52.09,72.39
Lower middle,Americas,Honduras,HND,Second 20%,Cheese,DQQ14,Percentage,2022,20_08_2022,03_10_2022,56.13,44.98,66.97
Lower middle,Americas,Honduras,HND,Middle 20%,Cheese,DQQ14,Percentage,2022,20_08_2022,03_10_2022,69.64,61.66,77.06
Lower middle,Americas,Honduras,HND,Fourth 20%,Cheese,DQQ14,Percentage,2022,20_08_2022,03_10_2022,78.39,71.4,84.64
Lower middle,Americas,Honduras,HND,Richest 20%,Cheese,DQQ14,Percentage,2022,20_08_2022,03_10_2022,73.66,66.04,80.63
Lower middle,Americas,Honduras,HND,All,Citrus,DQQ9,Percentage,2022,20_08_2022,03_10_2022,28.21,24.94,31.6
Lower middle,Americas,Honduras,HND,Poorest 20%,Citrus,DQQ9,Percentage,2022,20_08_2022,03_10_2022,29.78,21.53,38.74
Lower middle,Americas,Honduras,HND,Second 20%,Citrus,DQQ9,Percentage,2022,20_08_2022,03_10_2022,17.32,11.4,24.18
Lower middle,Americas,Honduras,HND,Middle 20%,Citrus,DQQ9,Percentage,2022,20_08_2022,03_10_2022,25.04,18.35,32.39
Lower middle,Americas,Honduras,HND,Fourth 20%,Citrus,DQQ9,Percentage,2022,20_08_2022,03_10_2022,32.58,24.79,40.87
Lower middle,Americas,Honduras,HND,Richest 20%,Citrus,DQQ9,Percentage,2022,20_08_2022,03_10_2022,36.37,29.56,43.46
Lower middle,Americas,Honduras,HND,All,Dairy,NA,Percentage,2022,20_08_2022,03_10_2022,76.06,71.39,80.45
Lower middle,Americas,Honduras,HND,Poorest 20%,Dairy,NA,Percentage,2022,20_08_2022,03_10_2022,68.9,58.77,78.19
Lower middle,Americas,Honduras,HND,Second 20%,Dairy,NA,Percentage,2022,20_08_2022,03_10_2022,59.6,48.62,70.12
Lower middle,Americas,Honduras,HND,Middle 20%,Dairy,NA,Percentage,2022,20_08_2022,03_10_2022,81.85,74.98,87.83
Lower middle,Americas,Honduras,HND,Fourth 20%,Dairy,NA,Percentage,2022,20_08_2022,03_10_2022,85.7,79.91,90.65
Lower middle,Americas,Honduras,HND,Richest 20%,Dairy,NA,Percentage,2022,20_08_2022,03_10_2022,84.27,77.47,90.04
Lower middle,Americas,Honduras,HND,All,Dark green leafy vegetables,DQQ6,Percentage,2022,20_08_2022,03_10_2022,14.59,11.62,17.82
Lower middle,Americas,Honduras,HND,Poorest 20%,Dark green leafy vegetables,DQQ6,Percentage,2022,20_08_2022,03_10_2022,13.98,8.7,20.28
Lower middle,Americas,Honduras,HND,Second 20%,Dark green leafy vegetables,DQQ6,Percentage,2022,20_08_2022,03_10_2022,4.57,1.92,8.3
Lower middle,Americas,Honduras,HND,Middle 20%,Dark green leafy vegetables,DQQ6,Percentage,2022,20_08_2022,03_10_2022,10.38,5.47,16.63
Lower middle,Americas,Honduras,HND,Fourth 20%,Dark green leafy vegetables,DQQ6,Percentage,2022,20_08_2022,03_10_2022,15.57,9.67,22.56
Lower middle,Americas,Honduras,HND,Richest 20%,Dark green leafy vegetables,DQQ6,Percentage,2022,20_08_2022,03_10_2022,28.44,21.27,36.21
Lower middle,Americas,Honduras,HND,All,Deep fried foods,DQQ24,Percentage,2022,20_08_2022,03_10_2022,14.69,11.73,17.93
Lower middle,Americas,Honduras,HND,Poorest 20%,Deep fried foods,DQQ24,Percentage,2022,20_08_2022,03_10_2022,15.65,9.36,23.2
Lower middle,Americas,Honduras,HND,Second 20%,Deep fried foods,DQQ24,Percentage,2022,20_08_2022,03_10_2022,11.17,6.45,16.99
Lower middle,Americas,Honduras,HND,Middle 20%,Deep fried foods,DQQ24,Percentage,2022,20_08_2022,03_10_2022,12.78,7.41,19.35
