World_bank_income_group,Region,Country,ISO3,Subgroup,Indicator,DQQ_question,Unit,Year,Start_Date,End_Date,Mean_prevalence,Lower_95_CI,Upper_95_CI,Difference,Diff_LCI,Diff_UCI,Diff_p
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Male,Fruit juice and fruit drinks,DQQ27,Percentage,2022,06_07_2022,08_09_2022,65.36,59.88,70.64,5.84,NA,NA,0.08
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Female,Fruit juice and fruit drinks,DQQ27,Percentage,2022,06_07_2022,08_09_2022,59.52,55.14,63.82,5.84,5.84,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Urban,Fruit juice and fruit drinks,DQQ27,Percentage,2022,06_07_2022,08_09_2022,62.4,58.58,66.15,0.19,NA,NA,0.98
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Rural,Fruit juice and fruit drinks,DQQ27,Percentage,2022,06_07_2022,08_09_2022,62.21,28.53,90.3,0.19,NA,NA,0.98
Lower middle,Europe and Central Asia,Uzbekistan,UZB,All,Instant noodles,DQQ23,Percentage,2022,06_07_2022,08_09_2022,10.99,8.61,13.62,NA,NA,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Male,Instant noodles,DQQ23,Percentage,2022,06_07_2022,08_09_2022,10.54,7.29,14.31,-0.88,NA,NA,0.71
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Female,Instant noodles,DQQ23,Percentage,2022,06_07_2022,08_09_2022,11.43,8.35,14.91,-0.88,-0.88,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Urban,Instant noodles,DQQ23,Percentage,2022,06_07_2022,08_09_2022,11.3,8.73,14.14,3.43,NA,NA,0.21
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Rural,Instant noodles,DQQ23,Percentage,2022,06_07_2022,08_09_2022,7.86,1.2,19.62,3.43,NA,NA,0.21
Lower middle,Europe and Central Asia,Uzbekistan,UZB,All,MDD-W,NA,Percentage,2022,06_07_2022,08_09_2022,88.94,84.95,92.39,NA,NA,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Male,MDD-W,NA,Percentage,2022,06_07_2022,08_09_2022,NA,NA,NA,-88.94,NA,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Female,MDD-W,NA,Percentage,2022,06_07_2022,08_09_2022,88.94,84.95,92.39,-88.94,-88.94,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Urban,MDD-W,NA,Percentage,2022,06_07_2022,08_09_2022,88.86,84.71,92.42,-1.04,NA,NA,0.86
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Rural,MDD-W,NA,Percentage,2022,06_07_2022,08_09_2022,89.9,56.58,99.48,-1.04,NA,NA,0.86
Lower middle,Europe and Central Asia,Uzbekistan,UZB,All,"Meat, poultry, or fish",NA,Percentage,2022,06_07_2022,08_09_2022,92.91,91.07,94.55,NA,NA,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Male,"Meat, poultry, or fish",NA,Percentage,2022,06_07_2022,08_09_2022,95.31,92.61,97.43,4.73,NA,NA,0.02
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Female,"Meat, poultry, or fish",NA,Percentage,2022,06_07_2022,08_09_2022,90.58,87.63,93.17,4.73,4.73,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Urban,"Meat, poultry, or fish",NA,Percentage,2022,06_07_2022,08_09_2022,93.33,91.4,95.04,4.8,NA,NA,0.09
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Rural,"Meat, poultry, or fish",NA,Percentage,2022,06_07_2022,08_09_2022,88.54,73.18,97.87,4.8,NA,NA,0.09
Lower middle,Europe and Central Asia,Uzbekistan,UZB,All,Milk,DQQ25,Percentage,2022,06_07_2022,08_09_2022,29.29,25.9,32.79,NA,NA,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Male,Milk,DQQ25,Percentage,2022,06_07_2022,08_09_2022,26.54,21.19,32.26,-5.39,NA,NA,0.17
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Female,Milk,DQQ25,Percentage,2022,06_07_2022,08_09_2022,31.94,27.32,36.74,-5.39,-5.39,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Urban,Milk,DQQ25,Percentage,2022,06_07_2022,08_09_2022,28.84,25.3,32.51,-5.07,NA,NA,0.45
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Rural,Milk,DQQ25,Percentage,2022,06_07_2022,08_09_2022,33.91,8.6,65.75,-5.07,NA,NA,0.45
Lower middle,Europe and Central Asia,Uzbekistan,UZB,All,Nuts or seeds,DQQ21,Percentage,2022,06_07_2022,08_09_2022,33.21,29.06,37.48,NA,NA,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Male,Nuts or seeds,DQQ21,Percentage,2022,06_07_2022,08_09_2022,36.66,30.26,43.31,6.79,NA,NA,0.07
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Female,Nuts or seeds,DQQ21,Percentage,2022,06_07_2022,08_09_2022,29.87,25.38,34.56,6.79,6.79,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Urban,Nuts or seeds,DQQ21,Percentage,2022,06_07_2022,08_09_2022,33.44,29.27,37.74,2.62,NA,NA,0.76
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Rural,Nuts or seeds,DQQ21,Percentage,2022,06_07_2022,08_09_2022,30.81,5.41,65.43,2.62,NA,NA,0.76
Lower middle,Europe and Central Asia,Uzbekistan,UZB,All,Other fruits,DQQ10,Percentage,2022,06_07_2022,08_09_2022,94.91,93.03,96.5,NA,NA,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Male,Other fruits,DQQ10,Percentage,2022,06_07_2022,08_09_2022,95.11,91.83,97.59,0.41,NA,NA,0.83
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Female,Other fruits,DQQ10,Percentage,2022,06_07_2022,08_09_2022,94.71,92.42,96.6,0.41,0.41,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Urban,Other fruits,DQQ10,Percentage,2022,06_07_2022,08_09_2022,94.47,92.44,96.2,-4.93,NA,NA,0.01
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Rural,Other fruits,DQQ10,Percentage,2022,06_07_2022,08_09_2022,99.4,94.14,99.22,-4.93,NA,NA,0.01
Lower middle,Europe and Central Asia,Uzbekistan,UZB,All,Other sweets,DQQ12,Percentage,2022,06_07_2022,08_09_2022,63.3,59.89,66.64,NA,NA,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Male,Other sweets,DQQ12,Percentage,2022,06_07_2022,08_09_2022,58.95,53.37,64.42,-8.55,NA,NA,0.01
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Female,Other sweets,DQQ12,Percentage,2022,06_07_2022,08_09_2022,67.5,63.46,71.41,-8.55,-8.55,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Urban,Other sweets,DQQ12,Percentage,2022,06_07_2022,08_09_2022,63.54,60.05,66.95,2.7,NA,NA,0.72
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Rural,Other sweets,DQQ12,Percentage,2022,06_07_2022,08_09_2022,60.84,30.07,87.46,2.7,NA,NA,0.72
Lower middle,Europe and Central Asia,Uzbekistan,UZB,All,Other vegetables,DQQ7,Percentage,2022,06_07_2022,08_09_2022,93.77,91.53,95.68,NA,NA,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Male,Other vegetables,DQQ7,Percentage,2022,06_07_2022,08_09_2022,95.38,92.53,97.57,3.17,NA,NA,0.08
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Female,Other vegetables,DQQ7,Percentage,2022,06_07_2022,08_09_2022,92.21,89.16,94.79,3.17,3.17,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Urban,Other vegetables,DQQ7,Percentage,2022,06_07_2022,08_09_2022,93.59,91.13,95.67,-2.03,NA,NA,0.36
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Rural,Other vegetables,DQQ7,Percentage,2022,06_07_2022,08_09_2022,95.62,86.21,99.83,-2.03,NA,NA,0.36
Lower middle,Europe and Central Asia,Uzbekistan,UZB,All,Packaged ultra-processed salty snacks,DQQ22,Percentage,2022,06_07_2022,08_09_2022,11.97,9.47,14.72,NA,NA,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Male,Packaged ultra-processed salty snacks,DQQ22,Percentage,2022,06_07_2022,08_09_2022,12.89,8.97,17.4,1.81,NA,NA,0.51
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Female,Packaged ultra-processed salty snacks,DQQ22,Percentage,2022,06_07_2022,08_09_2022,11.08,7.93,14.68,1.81,1.81,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Urban,Packaged ultra-processed salty snacks,DQQ22,Percentage,2022,06_07_2022,08_09_2022,12.04,9.36,15,0.77,NA,NA,0.84
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Rural,Packaged ultra-processed salty snacks,DQQ22,Percentage,2022,06_07_2022,08_09_2022,11.26,1.88,27.06,0.77,NA,NA,0.84
Lower middle,Europe and Central Asia,Uzbekistan,UZB,All,Poultry,DQQ19,Percentage,2022,06_07_2022,08_09_2022,23.85,20.15,27.76,NA,NA,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Male,Poultry,DQQ19,Percentage,2022,06_07_2022,08_09_2022,28.28,22.54,34.4,8.71,NA,NA,0.01
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Female,Poultry,DQQ19,Percentage,2022,06_07_2022,08_09_2022,19.57,15.48,24.01,8.71,8.71,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Urban,Poultry,DQQ19,Percentage,2022,06_07_2022,08_09_2022,24.34,20.32,28.59,5.52,NA,NA,0.23
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Rural,Poultry,DQQ19,Percentage,2022,06_07_2022,08_09_2022,18.82,5.76,37.12,5.52,NA,NA,0.23
Lower middle,Europe and Central Asia,Uzbekistan,UZB,All,Processed meats,DQQ16,Percentage,2022,06_07_2022,08_09_2022,28.32,24.9,31.87,NA,NA,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Male,Processed meats,DQQ16,Percentage,2022,06_07_2022,08_09_2022,30.02,24.54,35.8,3.33,NA,NA,0.36
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Female,Processed meats,DQQ16,Percentage,2022,06_07_2022,08_09_2022,26.68,22.53,31.06,3.33,3.33,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Urban,Processed meats,DQQ16,Percentage,2022,06_07_2022,08_09_2022,29.09,25.5,32.81,8.67,NA,NA,0.1
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Rural,Processed meats,DQQ16,Percentage,2022,06_07_2022,08_09_2022,20.42,6,40.54,8.67,NA,NA,0.1
Lower middle,Europe and Central Asia,Uzbekistan,UZB,All,Pulses,DQQ4,Percentage,2022,06_07_2022,08_09_2022,32.72,29.1,36.44,NA,NA,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Male,Pulses,DQQ4,Percentage,2022,06_07_2022,08_09_2022,34.21,28.24,40.45,2.94,NA,NA,0.42
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Female,Pulses,DQQ4,Percentage,2022,06_07_2022,08_09_2022,31.28,27.3,35.39,2.94,2.94,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Urban,Pulses,DQQ4,Percentage,2022,06_07_2022,08_09_2022,31.74,27.94,35.67,-11.04,NA,NA,0.07
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Rural,Pulses,DQQ4,Percentage,2022,06_07_2022,08_09_2022,42.78,16.67,71.28,-11.04,NA,NA,0.07
Lower middle,Europe and Central Asia,Uzbekistan,UZB,All,Salty or fried snacks,NA,Percentage,2022,06_07_2022,08_09_2022,34.89,30.65,39.25,NA,NA,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Male,Salty or fried snacks,NA,Percentage,2022,06_07_2022,08_09_2022,35.39,28.9,42.17,0.99,NA,NA,0.81
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Female,Salty or fried snacks,NA,Percentage,2022,06_07_2022,08_09_2022,34.4,29.45,39.52,0.99,0.99,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Urban,Salty or fried snacks,NA,Percentage,2022,06_07_2022,08_09_2022,35.56,30.96,40.31,7.62,NA,NA,0.18
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Rural,Salty or fried snacks,NA,Percentage,2022,06_07_2022,08_09_2022,27.94,9.02,52.34,7.62,NA,NA,0.18
Lower middle,Europe and Central Asia,Uzbekistan,UZB,All,"Salty snacks, instant noodles, or fast food",NA,Percentage,2022,06_07_2022,08_09_2022,26,22.74,29.4,NA,NA,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Male,"Salty snacks, instant noodles, or fast food",NA,Percentage,2022,06_07_2022,08_09_2022,26.72,22.07,31.64,1.43,NA,NA,0.66
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Female,"Salty snacks, instant noodles, or fast food",NA,Percentage,2022,06_07_2022,08_09_2022,25.3,20.96,29.9,1.43,1.43,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Urban,"Salty snacks, instant noodles, or fast food",NA,Percentage,2022,06_07_2022,08_09_2022,26.61,23.07,30.3,6.9,NA,NA,0.14
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Rural,"Salty snacks, instant noodles, or fast food",NA,Percentage,2022,06_07_2022,08_09_2022,19.71,6.37,38.07,6.9,NA,NA,0.14
Lower middle,Europe and Central Asia,Uzbekistan,UZB,All,Sweet beverages,NA,Percentage,2022,06_07_2022,08_09_2022,92.74,91.05,94.26,NA,NA,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Male,Sweet beverages,NA,Percentage,2022,06_07_2022,08_09_2022,92.74,90.21,94.92,0.01,NA,NA,0.99
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Female,Sweet beverages,NA,Percentage,2022,06_07_2022,08_09_2022,92.73,90.31,94.83,0.01,0.01,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Urban,Sweet beverages,NA,Percentage,2022,06_07_2022,08_09_2022,92.62,90.89,94.18,-1.34,NA,NA,0.66
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Rural,Sweet beverages,NA,Percentage,2022,06_07_2022,08_09_2022,93.96,77.51,100,-1.34,NA,NA,0.66
Lower middle,Europe and Central Asia,Uzbekistan,UZB,All,Soft drink consumption,DQQ28,Percentage,2022,06_07_2022,08_09_2022,52.78,48.63,56.91,NA,NA,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Male,Soft drink consumption,DQQ28,Percentage,2022,06_07_2022,08_09_2022,62.02,55.92,67.93,18.16,NA,NA,0
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Female,Soft drink consumption,DQQ28,Percentage,2022,06_07_2022,08_09_2022,43.86,38.77,49.01,18.16,18.16,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Urban,Soft drink consumption,DQQ28,Percentage,2022,06_07_2022,08_09_2022,53.19,49.05,57.32,4.65,NA,NA,0.53
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Rural,Soft drink consumption,DQQ28,Percentage,2022,06_07_2022,08_09_2022,48.55,18.93,78.74,4.65,NA,NA,0.53
Lower middle,Europe and Central Asia,Uzbekistan,UZB,All,Sweet foods,NA,Percentage,2022,06_07_2022,08_09_2022,76.5,73.38,79.48,NA,NA,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Male,Sweet foods,NA,Percentage,2022,06_07_2022,08_09_2022,72.77,67.46,77.77,-7.34,NA,NA,0.02
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Female,Sweet foods,NA,Percentage,2022,06_07_2022,08_09_2022,80.11,76.57,83.43,-7.34,-7.34,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Urban,Sweet foods,NA,Percentage,2022,06_07_2022,08_09_2022,76.87,73.75,79.85,4.15,NA,NA,0.55
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Rural,Sweet foods,NA,Percentage,2022,06_07_2022,08_09_2022,72.72,41.41,94.92,4.15,NA,NA,0.55
Lower middle,Europe and Central Asia,Uzbekistan,UZB,All,"Sweet tea, coffee, or cocoa",DQQ26,Percentage,2022,06_07_2022,08_09_2022,73.18,69.47,76.73,NA,NA,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Male,"Sweet tea, coffee, or cocoa",DQQ26,Percentage,2022,06_07_2022,08_09_2022,70.65,65.06,75.94,-4.97,NA,NA,0.1
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Female,"Sweet tea, coffee, or cocoa",DQQ26,Percentage,2022,06_07_2022,08_09_2022,75.62,71.6,79.43,-4.97,-4.97,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Urban,"Sweet tea, coffee, or cocoa",DQQ26,Percentage,2022,06_07_2022,08_09_2022,71.71,67.92,75.35,-16.64,NA,NA,0
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Rural,"Sweet tea, coffee, or cocoa",DQQ26,Percentage,2022,06_07_2022,08_09_2022,88.35,65.93,99.46,-16.64,NA,NA,0
Lower middle,Europe and Central Asia,Uzbekistan,UZB,All,Unprocessed red meat,NA,Percentage,2022,06_07_2022,08_09_2022,88.88,86.58,90.99,NA,NA,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Male,Unprocessed red meat,NA,Percentage,2022,06_07_2022,08_09_2022,93.25,89.89,95.98,8.59,NA,NA,0
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Female,Unprocessed red meat,NA,Percentage,2022,06_07_2022,08_09_2022,84.66,81.31,87.74,8.59,8.59,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Urban,Unprocessed red meat,NA,Percentage,2022,06_07_2022,08_09_2022,89.38,86.99,91.56,5.65,NA,NA,0.11
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Rural,Unprocessed red meat,NA,Percentage,2022,06_07_2022,08_09_2022,83.73,66.78,95.41,5.65,NA,NA,0.11
Lower middle,Europe and Central Asia,Uzbekistan,UZB,All,Unprocessed red meat (non-ruminants),DQQ18,Percentage,2022,06_07_2022,08_09_2022,1.45,0.61,2.64,NA,NA,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Male,Unprocessed red meat (non-ruminants),DQQ18,Percentage,2022,06_07_2022,08_09_2022,1.52,0.27,3.77,0.14,NA,NA,0.88
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Female,Unprocessed red meat (non-ruminants),DQQ18,Percentage,2022,06_07_2022,08_09_2022,1.38,0.57,2.52,0.14,0.14,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Urban,Unprocessed red meat (non-ruminants),DQQ18,Percentage,2022,06_07_2022,08_09_2022,1.59,0.67,2.9,1.59,NA,NA,0.47
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Rural,Unprocessed red meat (non-ruminants),DQQ18,Percentage,2022,06_07_2022,08_09_2022,0,NA,NA,1.59,NA,NA,0.47
Lower middle,Europe and Central Asia,Uzbekistan,UZB,All,Unprocessed red meat (ruminants),DQQ17,Percentage,2022,06_07_2022,08_09_2022,88.72,86.42,90.83,NA,NA,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Male,Unprocessed red meat (ruminants),DQQ17,Percentage,2022,06_07_2022,08_09_2022,93.05,89.66,95.81,8.51,NA,NA,0
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Female,Unprocessed red meat (ruminants),DQQ17,Percentage,2022,06_07_2022,08_09_2022,84.54,81.19,87.61,8.51,8.51,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Urban,Unprocessed red meat (ruminants),DQQ17,Percentage,2022,06_07_2022,08_09_2022,89.2,86.81,91.39,5.47,NA,NA,0.12
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Rural,Unprocessed red meat (ruminants),DQQ17,Percentage,2022,06_07_2022,08_09_2022,83.73,66.78,95.41,5.47,NA,NA,0.12
Lower middle,Europe and Central Asia,Uzbekistan,UZB,All,Vitamin A-rich fruits,DQQ8,Percentage,2022,06_07_2022,08_09_2022,23.06,19.61,26.69,NA,NA,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Male,Vitamin A-rich fruits,DQQ8,Percentage,2022,06_07_2022,08_09_2022,25.17,19.35,31.46,4.15,NA,NA,0.2
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Female,Vitamin A-rich fruits,DQQ8,Percentage,2022,06_07_2022,08_09_2022,21.02,17.95,24.25,4.15,4.15,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Urban,Vitamin A-rich fruits,DQQ8,Percentage,2022,06_07_2022,08_09_2022,22.61,18.88,26.56,-5.08,NA,NA,0.32
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Rural,Vitamin A-rich fruits,DQQ8,Percentage,2022,06_07_2022,08_09_2022,27.68,7.88,53.82,-5.08,NA,NA,0.32
Lower middle,Europe and Central Asia,Uzbekistan,UZB,All,Vitamin A-rich orange vegetables,DQQ5,Percentage,2022,06_07_2022,08_09_2022,76.09,72.64,79.38,NA,NA,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Male,Vitamin A-rich orange vegetables,DQQ5,Percentage,2022,06_07_2022,08_09_2022,77.67,72.97,82.03,3.09,NA,NA,0.27
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Female,Vitamin A-rich orange vegetables,DQQ5,Percentage,2022,06_07_2022,08_09_2022,74.58,70.27,78.66,3.09,3.09,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Urban,Vitamin A-rich orange vegetables,DQQ5,Percentage,2022,06_07_2022,08_09_2022,75.68,72.05,79.14,-4.63,NA,NA,0.42
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Rural,Vitamin A-rich orange vegetables,DQQ5,Percentage,2022,06_07_2022,08_09_2022,80.32,50.59,98.06,-4.63,NA,NA,0.42
Lower middle,Europe and Central Asia,Uzbekistan,UZB,All,White roots or tubers,DQQ3,Percentage,2022,06_07_2022,08_09_2022,86.7,84.07,89.12,NA,NA,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Male,White roots or tubers,DQQ3,Percentage,2022,06_07_2022,08_09_2022,86.09,82.17,89.59,-1.19,NA,NA,0.6
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Female,White roots or tubers,DQQ3,Percentage,2022,06_07_2022,08_09_2022,87.28,84.07,90.18,-1.19,-1.19,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Urban,White roots or tubers,DQQ3,Percentage,2022,06_07_2022,08_09_2022,86.13,83.31,88.73,-6.35,NA,NA,0.14
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Rural,White roots or tubers,DQQ3,Percentage,2022,06_07_2022,08_09_2022,92.49,83.68,98.07,-6.35,NA,NA,0.14
Lower middle,Europe and Central Asia,Uzbekistan,UZB,All,Whole grains,DQQ2,Percentage,2022,06_07_2022,08_09_2022,21.93,18.68,25.36,NA,NA,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Male,Whole grains,DQQ2,Percentage,2022,06_07_2022,08_09_2022,21,16.23,26.22,-1.82,NA,NA,0.55
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Female,Whole grains,DQQ2,Percentage,2022,06_07_2022,08_09_2022,22.82,19.12,26.74,-1.82,-1.82,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Urban,Whole grains,DQQ2,Percentage,2022,06_07_2022,08_09_2022,22.96,19.43,26.69,11.69,NA,NA,0
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Rural,Whole grains,DQQ2,Percentage,2022,06_07_2022,08_09_2022,11.27,2.73,24.59,11.69,NA,NA,0
Lower middle,Europe and Central Asia,Uzbekistan,UZB,All,Yogurt,DQQ15,Percentage,2022,06_07_2022,08_09_2022,69,65.17,72.71,NA,NA,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Male,Yogurt,DQQ15,Percentage,2022,06_07_2022,08_09_2022,70.93,65.04,76.48,3.78,NA,NA,0.32
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Female,Yogurt,DQQ15,Percentage,2022,06_07_2022,08_09_2022,67.14,62.44,71.68,3.78,3.78,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Urban,Yogurt,DQQ15,Percentage,2022,06_07_2022,08_09_2022,68.97,64.91,72.9,-0.33,NA,NA,0.96
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Rural,Yogurt,DQQ15,Percentage,2022,06_07_2022,08_09_2022,69.3,41,91.35,-0.33,NA,NA,0.96
Lower middle,Europe and Central Asia,Uzbekistan,UZB,All,Zero vegetable or fruit consumption,NA,Percentage,2022,06_07_2022,08_09_2022,1.14,0.54,1.97,NA,NA,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Male,Zero vegetable or fruit consumption,NA,Percentage,2022,06_07_2022,08_09_2022,0.72,0.1,1.92,-0.83,NA,NA,0.3
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Female,Zero vegetable or fruit consumption,NA,Percentage,2022,06_07_2022,08_09_2022,1.55,0.61,2.91,-0.83,-0.83,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Urban,Zero vegetable or fruit consumption,NA,Percentage,2022,06_07_2022,08_09_2022,1.25,0.59,2.17,1.25,NA,NA,0.46
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Rural,Zero vegetable or fruit consumption,NA,Percentage,2022,06_07_2022,08_09_2022,0,NA,NA,1.25,NA,NA,0.46
High,Americas,United States,USA,All,All-5,NA,Percentage,2022,18_10_2022,20_12_2022,43.27,39.62,46.94,NA,NA,NA,NA
High,Americas,United States,USA,Male,All-5,NA,Percentage,2022,18_10_2022,20_12_2022,43.06,38.21,47.97,-0.41,NA,NA,0.91
High,Americas,United States,USA,Female,All-5,NA,Percentage,2022,18_10_2022,20_12_2022,43.47,38.06,48.96,-0.41,-0.41,NA,NA
High,Americas,United States,USA,Urban,All-5,NA,Percentage,2022,18_10_2022,20_12_2022,43.28,38.96,47.67,0.27,NA,NA,0.95
