World_bank_income_group,Region,Country,ISO3,Subgroup,Indicator,DQQ,Year,Mean_prevalence,Lower_95_CI,Upper_95_CI
Low,Asia Pacific,Afghanistan,AFG,Urban,Cheese,DQQ14,2022,5.02,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Rural,Cheese,DQQ14,2022,7.62,3.44,13.26
Low,Asia Pacific,Afghanistan,AFG,All,Citrus,DQQ9,2022,1.05,0.29,2.28
Low,Asia Pacific,Afghanistan,AFG,Male,Citrus,DQQ9,2022,1.23,0.22,3.06
Low,Asia Pacific,Afghanistan,AFG,Female,Citrus,DQQ9,2022,0.88,0.05,2.71
Low,Asia Pacific,Afghanistan,AFG,Urban,Citrus,DQQ9,2022,0.54,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Rural,Citrus,DQQ9,2022,1.2,0.29,2.71
Low,Asia Pacific,Afghanistan,AFG,All,Dairy,NA,2022,59.96,50.37,69.18
Low,Asia Pacific,Afghanistan,AFG,Male,Dairy,NA,2022,65.81,54.95,75.89
Low,Asia Pacific,Afghanistan,AFG,Female,Dairy,NA,2022,54.26,42.54,65.74
Low,Asia Pacific,Afghanistan,AFG,Urban,Dairy,NA,2022,51.23,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Rural,Dairy,NA,2022,62.5,52.43,72.05
Low,Asia Pacific,Afghanistan,AFG,All,Dark green leafy vegetables,DQQ6,2022,12.72,6.31,20.94
Low,Asia Pacific,Afghanistan,AFG,Male,Dark green leafy vegetables,DQQ6,2022,15.02,8.46,23.07
Low,Asia Pacific,Afghanistan,AFG,Female,Dark green leafy vegetables,DQQ6,2022,10.47,3.56,20.43
Low,Asia Pacific,Afghanistan,AFG,Urban,Dark green leafy vegetables,DQQ6,2022,12.71,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Rural,Dark green leafy vegetables,DQQ6,2022,12.72,5.98,21.51
Low,Asia Pacific,Afghanistan,AFG,All,Deep fried foods,DQQ24,2022,7.32,4.64,10.55
Low,Asia Pacific,Afghanistan,AFG,Male,Deep fried foods,DQQ24,2022,8.19,4.44,12.95
Low,Asia Pacific,Afghanistan,AFG,Female,Deep fried foods,DQQ24,2022,6.48,2.45,12.26
Low,Asia Pacific,Afghanistan,AFG,Urban,Deep fried foods,DQQ24,2022,11.01,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Rural,Deep fried foods,DQQ24,2022,6.25,3.36,9.94
Low,Asia Pacific,Afghanistan,AFG,All,Eggs,DQQ13,2022,13.47,8.45,19.45
Low,Asia Pacific,Afghanistan,AFG,Male,Eggs,DQQ13,2022,15.63,9.92,22.35
Low,Asia Pacific,Afghanistan,AFG,Female,Eggs,DQQ13,2022,11.37,5.5,19.01
Low,Asia Pacific,Afghanistan,AFG,Urban,Eggs,DQQ13,2022,16.17,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Rural,Eggs,DQQ13,2022,12.69,7.55,18.93
Low,Asia Pacific,Afghanistan,AFG,All,Fast food,DQQ29,2022,1,0.39,1.88
Low,Asia Pacific,Afghanistan,AFG,Male,Fast food,DQQ29,2022,1.35,0.33,3.06
Low,Asia Pacific,Afghanistan,AFG,Female,Fast food,DQQ29,2022,0.65,0.08,1.79
Low,Asia Pacific,Afghanistan,AFG,Urban,Fast food,DQQ29,2022,3.44,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Rural,Fast food,DQQ29,2022,0.29,0.04,0.75
Low,Asia Pacific,Afghanistan,AFG,All,Fish or seafood,DQQ20,2022,0.26,0.03,0.7
Low,Asia Pacific,Afghanistan,AFG,Male,Fish or seafood,DQQ20,2022,0.3,0.01,1.04
Low,Asia Pacific,Afghanistan,AFG,Female,Fish or seafood,DQQ20,2022,0.21,0,0.95
Low,Asia Pacific,Afghanistan,AFG,Urban,Fish or seafood,DQQ20,2022,0.41,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Rural,Fish or seafood,DQQ20,2022,0.21,0.01,0.68
Low,Asia Pacific,Afghanistan,AFG,All,Foods made from grains,DQQ1,2022,94.14,89.4,97.54
Low,Asia Pacific,Afghanistan,AFG,Male,Foods made from grains,DQQ1,2022,98.92,97.81,99.64
Low,Asia Pacific,Afghanistan,AFG,Female,Foods made from grains,DQQ1,2022,89.48,80.32,96.02
Low,Asia Pacific,Afghanistan,AFG,Urban,Foods made from grains,DQQ1,2022,89.71,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Rural,Foods made from grains,DQQ1,2022,95.43,90.95,98.44
Low,Asia Pacific,Afghanistan,AFG,All,Fruit juice and fruit drinks,DQQ27,2022,4.65,2.23,7.89
Low,Asia Pacific,Afghanistan,AFG,Male,Fruit juice and fruit drinks,DQQ27,2022,7.18,3.37,12.26
Low,Asia Pacific,Afghanistan,AFG,Female,Fruit juice and fruit drinks,DQQ27,2022,2.18,0.5,5.03
Low,Asia Pacific,Afghanistan,AFG,Urban,Fruit juice and fruit drinks,DQQ27,2022,5.8,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Rural,Fruit juice and fruit drinks,DQQ27,2022,4.31,2.18,7.13
Low,Asia Pacific,Afghanistan,AFG,All,Instant noodles,DQQ23,2022,2.26,1.09,3.84
Low,Asia Pacific,Afghanistan,AFG,Male,Instant noodles,DQQ23,2022,1.86,0.69,3.58
Low,Asia Pacific,Afghanistan,AFG,Female,Instant noodles,DQQ23,2022,2.65,1.12,4.82
Low,Asia Pacific,Afghanistan,AFG,Urban,Instant noodles,DQQ23,2022,5.87,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Rural,Instant noodles,DQQ23,2022,1.21,0.37,2.52
Low,Asia Pacific,Afghanistan,AFG,All,MDD-W,NA,2022,18.39,11.91,25.92
Low,Asia Pacific,Afghanistan,AFG,Male,MDD-W,NA,2022,0,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Female,MDD-W,NA,2022,18.39,11.91,25.92
Low,Asia Pacific,Afghanistan,AFG,Urban,MDD-W,NA,2022,21.71,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Rural,MDD-W,NA,2022,17.32,10.76,25.07
Low,Asia Pacific,Afghanistan,AFG,All,"Meat, poultry, or fish",NA,2022,12.68,8.3,17.83
Low,Asia Pacific,Afghanistan,AFG,Male,"Meat, poultry, or fish",NA,2022,16.87,11.33,23.25
Low,Asia Pacific,Afghanistan,AFG,Female,"Meat, poultry, or fish",NA,2022,8.6,3.32,16.04
Low,Asia Pacific,Afghanistan,AFG,Urban,"Meat, poultry, or fish",NA,2022,18.06,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Rural,"Meat, poultry, or fish",NA,2022,11.11,6.13,17.35
Low,Asia Pacific,Afghanistan,AFG,All,Milk,DQQ25,2022,19.3,13.65,25.67
Low,Asia Pacific,Afghanistan,AFG,Male,Milk,DQQ25,2022,22.18,14.64,30.78
Low,Asia Pacific,Afghanistan,AFG,Female,Milk,DQQ25,2022,16.49,10.58,23.41
Low,Asia Pacific,Afghanistan,AFG,Urban,Milk,DQQ25,2022,12.99,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Rural,Milk,DQQ25,2022,21.14,14.92,28.11
Low,Asia Pacific,Afghanistan,AFG,All,Nuts or seeds,DQQ21,2022,9.44,5.32,14.57
Low,Asia Pacific,Afghanistan,AFG,Male,Nuts or seeds,DQQ21,2022,13.25,6.63,21.72
Low,Asia Pacific,Afghanistan,AFG,Female,Nuts or seeds,DQQ21,2022,5.72,3.05,9.16
Low,Asia Pacific,Afghanistan,AFG,Urban,Nuts or seeds,DQQ21,2022,14.67,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Rural,Nuts or seeds,DQQ21,2022,7.91,3.8,13.36
Low,Asia Pacific,Afghanistan,AFG,All,Other fruits,DQQ10,2022,41.02,32.15,50.19
Low,Asia Pacific,Afghanistan,AFG,Male,Other fruits,DQQ10,2022,50.5,40.9,60.07
Low,Asia Pacific,Afghanistan,AFG,Female,Other fruits,DQQ10,2022,31.79,22.06,42.39
Low,Asia Pacific,Afghanistan,AFG,Urban,Other fruits,DQQ10,2022,43.5,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Rural,Other fruits,DQQ10,2022,40.3,31.1,49.86
Low,Asia Pacific,Afghanistan,AFG,All,Other sweets,DQQ12,2022,45.14,37.55,52.85
Low,Asia Pacific,Afghanistan,AFG,Male,Other sweets,DQQ12,2022,52.58,45.95,59.16
Low,Asia Pacific,Afghanistan,AFG,Female,Other sweets,DQQ12,2022,37.9,27.83,48.52
Low,Asia Pacific,Afghanistan,AFG,Urban,Other sweets,DQQ12,2022,48.78,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Rural,Other sweets,DQQ12,2022,44.08,35.05,53.32
Low,Asia Pacific,Afghanistan,AFG,All,Other vegetables,DQQ7,2022,69.92,62.8,76.58
Low,Asia Pacific,Afghanistan,AFG,Male,Other vegetables,DQQ7,2022,77.97,68.73,85.98
Low,Asia Pacific,Afghanistan,AFG,Female,Other vegetables,DQQ7,2022,62.07,54.21,69.62
Low,Asia Pacific,Afghanistan,AFG,Urban,Other vegetables,DQQ7,2022,76.44,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Rural,Other vegetables,DQQ7,2022,68.02,59.49,75.97
Low,Asia Pacific,Afghanistan,AFG,All,Packaged ultra-processed salty snacks,DQQ22,2022,2.4,0.83,4.77
Low,Asia Pacific,Afghanistan,AFG,Male,Packaged ultra-processed salty snacks,DQQ22,2022,3.17,1.06,6.35
Low,Asia Pacific,Afghanistan,AFG,Female,Packaged ultra-processed salty snacks,DQQ22,2022,1.65,0.19,4.54
Low,Asia Pacific,Afghanistan,AFG,Urban,Packaged ultra-processed salty snacks,DQQ22,2022,2.84,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Rural,Packaged ultra-processed salty snacks,DQQ22,2022,2.28,0.78,4.52
Low,Asia Pacific,Afghanistan,AFG,All,Poultry,DQQ19,2022,4.75,2.66,7.4
Low,Asia Pacific,Afghanistan,AFG,Male,Poultry,DQQ19,2022,6.12,3.65,9.18
Low,Asia Pacific,Afghanistan,AFG,Female,Poultry,DQQ19,2022,3.4,1.1,6.91
Low,Asia Pacific,Afghanistan,AFG,Urban,Poultry,DQQ19,2022,5.76,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Rural,Poultry,DQQ19,2022,4.45,2.5,6.93
Low,Asia Pacific,Afghanistan,AFG,All,Processed meats,DQQ16,2022,0.21,0.02,0.63
Low,Asia Pacific,Afghanistan,AFG,Male,Processed meats,DQQ16,2022,0.43,0.03,1.27
Low,Asia Pacific,Afghanistan,AFG,Female,Processed meats,DQQ16,2022,0,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Urban,Processed meats,DQQ16,2022,0.93,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Rural,Processed meats,DQQ16,2022,0,NA,NA
Low,Asia Pacific,Afghanistan,AFG,All,Pulses,DQQ4,2022,27.83,21.45,34.69
Low,Asia Pacific,Afghanistan,AFG,Male,Pulses,DQQ4,2022,30.14,23.71,36.99
Low,Asia Pacific,Afghanistan,AFG,Female,Pulses,DQQ4,2022,25.58,17.15,35.04
Low,Asia Pacific,Afghanistan,AFG,Urban,Pulses,DQQ4,2022,31.88,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Rural,Pulses,DQQ4,2022,26.65,19.27,34.74
Low,Asia Pacific,Afghanistan,AFG,All,Salty or fried snacks,NA,2022,10.54,7.49,14.03
Low,Asia Pacific,Afghanistan,AFG,Male,Salty or fried snacks,NA,2022,11.99,7.98,16.7
Low,Asia Pacific,Afghanistan,AFG,Female,Salty or fried snacks,NA,2022,9.12,4.54,15.07
Low,Asia Pacific,Afghanistan,AFG,Urban,Salty or fried snacks,NA,2022,15.31,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Rural,Salty or fried snacks,NA,2022,9.15,6.04,12.81
Low,Asia Pacific,Afghanistan,AFG,All,"Salty snacks, instant noodles, or fast food",NA,2022,4.7,2.55,7.46
Low,Asia Pacific,Afghanistan,AFG,Male,"Salty snacks, instant noodles, or fast food",NA,2022,5.16,2.35,8.97
Low,Asia Pacific,Afghanistan,AFG,Female,"Salty snacks, instant noodles, or fast food",NA,2022,4.25,2.02,7.25
Low,Asia Pacific,Afghanistan,AFG,Urban,"Salty snacks, instant noodles, or fast food",NA,2022,8.21,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Rural,"Salty snacks, instant noodles, or fast food",NA,2022,3.67,1.89,6.01
Low,Asia Pacific,Afghanistan,AFG,All,Sugar-sweetened beverages,NA,2022,65.76,58.15,72.99
Low,Asia Pacific,Afghanistan,AFG,Male,Sugar-sweetened beverages,NA,2022,75.14,67.33,82.21
Low,Asia Pacific,Afghanistan,AFG,Female,Sugar-sweetened beverages,NA,2022,56.61,47.06,65.92
Low,Asia Pacific,Afghanistan,AFG,Urban,Sugar-sweetened beverages,NA,2022,64.93,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Rural,Sugar-sweetened beverages,NA,2022,66,57.1,74.36
Low,Asia Pacific,Afghanistan,AFG,All,Sugar-sweetened soft drink consumption,DQQ28,2022,3.76,1.96,6.11
Low,Asia Pacific,Afghanistan,AFG,Male,Sugar-sweetened soft drink consumption,DQQ28,2022,5.53,2.87,8.98
Low,Asia Pacific,Afghanistan,AFG,Female,Sugar-sweetened soft drink consumption,DQQ28,2022,2.04,0.35,5.09
Low,Asia Pacific,Afghanistan,AFG,Urban,Sugar-sweetened soft drink consumption,DQQ28,2022,6.64,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Rural,Sugar-sweetened soft drink consumption,DQQ28,2022,2.93,1.29,5.2
Low,Asia Pacific,Afghanistan,AFG,All,Sweet foods,NA,2022,47.84,40.4,55.33
Low,Asia Pacific,Afghanistan,AFG,Male,Sweet foods,NA,2022,56.79,50.24,63.22
Low,Asia Pacific,Afghanistan,AFG,Female,Sweet foods,NA,2022,39.12,29.22,49.5
Low,Asia Pacific,Afghanistan,AFG,Urban,Sweet foods,NA,2022,53.75,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Rural,Sweet foods,NA,2022,46.12,37.36,55
Low,Asia Pacific,Afghanistan,AFG,All,"Sweet tea, coffee, or cocoa",DQQ26,2022,63.1,55.13,70.72
Low,Asia Pacific,Afghanistan,AFG,Male,"Sweet tea, coffee, or cocoa",DQQ26,2022,71.43,62.53,79.55
Low,Asia Pacific,Afghanistan,AFG,Female,"Sweet tea, coffee, or cocoa",DQQ26,2022,54.99,45.72,64.09
Low,Asia Pacific,Afghanistan,AFG,Urban,"Sweet tea, coffee, or cocoa",DQQ26,2022,62.84,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Rural,"Sweet tea, coffee, or cocoa",DQQ26,2022,63.18,54.11,71.8
Low,Asia Pacific,Afghanistan,AFG,All,Unprocessed red meat,NA,2022,8.76,5.16,13.19
Low,Asia Pacific,Afghanistan,AFG,Male,Unprocessed red meat,NA,2022,11.11,6.2,17.22
Low,Asia Pacific,Afghanistan,AFG,Female,Unprocessed red meat,NA,2022,6.47,2.34,12.45
Low,Asia Pacific,Afghanistan,AFG,Urban,Unprocessed red meat,NA,2022,14.5,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Rural,Unprocessed red meat,NA,2022,7.08,3.14,12.44
Low,Asia Pacific,Afghanistan,AFG,All,Unprocessed red meat (non-ruminants),DQQ18,2022,0,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Male,Unprocessed red meat (non-ruminants),DQQ18,2022,0,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Female,Unprocessed red meat (non-ruminants),DQQ18,2022,0,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Urban,Unprocessed red meat (non-ruminants),DQQ18,2022,0,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Rural,Unprocessed red meat (non-ruminants),DQQ18,2022,0,NA,NA
Low,Asia Pacific,Afghanistan,AFG,All,Unprocessed red meat (ruminants),DQQ17,2022,8.76,5.16,13.19
Low,Asia Pacific,Afghanistan,AFG,Male,Unprocessed red meat (ruminants),DQQ17,2022,11.11,6.2,17.22
Low,Asia Pacific,Afghanistan,AFG,Female,Unprocessed red meat (ruminants),DQQ17,2022,6.47,2.34,12.45
Low,Asia Pacific,Afghanistan,AFG,Urban,Unprocessed red meat (ruminants),DQQ17,2022,14.5,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Rural,Unprocessed red meat (ruminants),DQQ17,2022,7.08,3.14,12.44
Low,Asia Pacific,Afghanistan,AFG,All,Vitamin A-rich fruits,DQQ8,2022,12.64,9.77,15.83
Low,Asia Pacific,Afghanistan,AFG,Male,Vitamin A-rich fruits,DQQ8,2022,13.88,10.68,17.42
Low,Asia Pacific,Afghanistan,AFG,Female,Vitamin A-rich fruits,DQQ8,2022,11.44,7.2,16.51
Low,Asia Pacific,Afghanistan,AFG,Urban,Vitamin A-rich fruits,DQQ8,2022,18.3,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Rural,Vitamin A-rich fruits,DQQ8,2022,11,8.3,14.02
Low,Asia Pacific,Afghanistan,AFG,All,Vitamin A-rich orange vegetables,DQQ5,2022,10.65,6.62,15.5
Low,Asia Pacific,Afghanistan,AFG,Male,Vitamin A-rich orange vegetables,DQQ5,2022,12.55,7.29,18.99
Low,Asia Pacific,Afghanistan,AFG,Female,Vitamin A-rich orange vegetables,DQQ5,2022,8.8,5.05,13.45
Low,Asia Pacific,Afghanistan,AFG,Urban,Vitamin A-rich orange vegetables,DQQ5,2022,7.76,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Rural,Vitamin A-rich orange vegetables,DQQ5,2022,11.49,6.57,17.56
Low,Asia Pacific,Afghanistan,AFG,All,White roots or tubers,DQQ3,2022,53.19,46.4,59.92
Low,Asia Pacific,Afghanistan,AFG,Male,White roots or tubers,DQQ3,2022,54.64,48.85,60.37
Low,Asia Pacific,Afghanistan,AFG,Female,White roots or tubers,DQQ3,2022,51.78,42.01,61.48
Low,Asia Pacific,Afghanistan,AFG,Urban,White roots or tubers,DQQ3,2022,54.39,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Rural,White roots or tubers,DQQ3,2022,52.84,45.87,59.75
Low,Asia Pacific,Afghanistan,AFG,All,Whole grains,DQQ2,2022,12.74,8.19,18.13
Low,Asia Pacific,Afghanistan,AFG,Male,Whole grains,DQQ2,2022,12.5,7.66,18.31
Low,Asia Pacific,Afghanistan,AFG,Female,Whole grains,DQQ2,2022,12.99,6.11,21.95
Low,Asia Pacific,Afghanistan,AFG,Urban,Whole grains,DQQ2,2022,12.82,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Rural,Whole grains,DQQ2,2022,12.72,7.86,18.54
Low,Asia Pacific,Afghanistan,AFG,All,Yogurt,DQQ15,2022,51.95,43.16,60.68
Low,Asia Pacific,Afghanistan,AFG,Male,Yogurt,DQQ15,2022,57.64,47.1,67.83
Low,Asia Pacific,Afghanistan,AFG,Female,Yogurt,DQQ15,2022,46.4,36.66,56.28
Low,Asia Pacific,Afghanistan,AFG,Urban,Yogurt,DQQ15,2022,44.93,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Rural,Yogurt,DQQ15,2022,53.99,44.44,63.4
Low,Asia Pacific,Afghanistan,AFG,All,Zero vegetable or fruit consumption,NA,2022,16.84,11.69,22.72
Low,Asia Pacific,Afghanistan,AFG,Male,Zero vegetable or fruit consumption,NA,2022,10.25,5.05,17
Low,Asia Pacific,Afghanistan,AFG,Female,Zero vegetable or fruit consumption,NA,2022,23.28,17.44,29.67
Low,Asia Pacific,Afghanistan,AFG,Urban,Zero vegetable or fruit consumption,NA,2022,15.22,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Rural,Zero vegetable or fruit consumption,NA,2022,17.32,11.23,24.41
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,All,All-5,NA,2022,40.8,36.62,45.05
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Male,All-5,NA,2022,36.25,30.28,42.44
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Female,All-5,NA,2022,44.98,38.91,51.12
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Urban,All-5,NA,2022,24.97,18.23,32.38
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Rural,All-5,NA,2022,45.96,40.9,51.05
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,All,At least one vegetable,NA,2022,93.13,90.98,95.01
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Male,At least one vegetable,NA,2022,92.69,88.76,95.83
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Female,At least one vegetable,NA,2022,93.54,91.08,95.63
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Urban,At least one vegetable,NA,2022,93.07,87.31,97.19
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Rural,At least one vegetable,NA,2022,93.15,90.78,95.2
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,All,At least one fruit,NA,2022,89.24,86.26,91.88
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Male,At least one fruit,NA,2022,85.53,80.64,89.81
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Female,At least one fruit,NA,2022,92.64,89.4,95.33
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Urban,At least one fruit,NA,2022,83.87,76.03,90.41
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Rural,At least one fruit,NA,2022,90.98,87.86,93.68
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,All,"At least one pulse, nut, or seed",NA,2022,44.37,40.12,48.66
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Male,"At least one pulse, nut, or seed",NA,2022,39.45,33.3,45.76
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Female,"At least one pulse, nut, or seed",NA,2022,48.9,42.81,55.02
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Urban,"At least one pulse, nut, or seed",NA,2022,28.48,22.34,35.06
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Rural,"At least one pulse, nut, or seed",NA,2022,49.55,44.37,54.74
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,All,At least one animal-source food,NA,2022,97.16,95.2,98.61
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Male,At least one animal-source food,NA,2022,97.11,94,99.12
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Female,At least one animal-source food,NA,2022,97.19,94.93,98.81
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Urban,At least one animal-source food,NA,2022,94.41,88.13,98.43
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Rural,At least one animal-source food,NA,2022,98.05,96.19,99.3
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,All,At least one starchy staple food,NA,2022,99.77,99.49,99.94
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Male,At least one starchy staple food,NA,2022,99.91,99.64,100
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Female,At least one starchy staple food,NA,2022,99.64,99.14,99.92
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Urban,At least one starchy staple food,NA,2022,99.33,98.2,99.91
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Rural,At least one starchy staple food,NA,2022,99.91,99.73,99.99
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,All,Baked or grain-based sweets,DQQ11,2022,66.41,62.31,70.39
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Male,Baked or grain-based sweets,DQQ11,2022,60.14,54.22,65.92
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Female,Baked or grain-based sweets,DQQ11,2022,72.18,67.38,76.74
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Urban,Baked or grain-based sweets,DQQ11,2022,62.46,55.35,69.31
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Rural,Baked or grain-based sweets,DQQ11,2022,67.7,62.88,72.34
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,All,Cheese,DQQ14,2022,26.41,22.75,30.25
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Male,Cheese,DQQ14,2022,22.78,17.67,28.34
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Female,Cheese,DQQ14,2022,29.75,24.83,34.91
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Urban,Cheese,DQQ14,2022,27.45,20.48,35.03
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Rural,Cheese,DQQ14,2022,26.07,21.76,30.63
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,All,Citrus,DQQ9,2022,8.68,6.36,11.33
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Male,Citrus,DQQ9,2022,9.01,5.52,13.25
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Female,Citrus,DQQ9,2022,8.38,5.93,11.22
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Urban,Citrus,DQQ9,2022,6.06,2.82,10.43
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Rural,Citrus,DQQ9,2022,9.54,6.67,12.86
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,All,Dairy,NA,2022,68.89,64.53,73.09
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Male,Dairy,NA,2022,66.04,59.63,72.17
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Female,Dairy,NA,2022,71.51,66.09,76.64
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Urban,Dairy,NA,2022,64.45,55.32,73.07
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Rural,Dairy,NA,2022,70.34,65.3,75.14
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,All,Dark green leafy vegetables,DQQ6,2022,4.42,2.87,6.29
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Male,Dark green leafy vegetables,DQQ6,2022,3.15,1.46,5.46
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Female,Dark green leafy vegetables,DQQ6,2022,5.59,3.51,8.12
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Urban,Dark green leafy vegetables,DQQ6,2022,6.9,2.74,12.76
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Rural,Dark green leafy vegetables,DQQ6,2022,3.62,2.16,5.43
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,All,Deep fried foods,DQQ24,2022,54.08,48.99,59.14
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Male,Deep fried foods,DQQ24,2022,52.08,45.82,58.3
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Female,Deep fried foods,DQQ24,2022,55.93,49.75,62.01
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Urban,Deep fried foods,DQQ24,2022,37.42,29.18,46.04
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Rural,Deep fried foods,DQQ24,2022,59.52,53.19,65.69
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,All,Eggs,DQQ13,2022,45.72,41.06,50.41
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Male,Eggs,DQQ13,2022,43.66,37.53,49.88
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Female,Eggs,DQQ13,2022,47.62,41.33,53.94
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Urban,Eggs,DQQ13,2022,37.14,30.12,44.44
Lower middle,Europe and Central Asia,Kyrgyzstan,KGZ,Rural,Eggs,DQQ13,2022,48.52,42.71,54.35
